ResponseId,Poet,condition,beautiful,imagery,inspiring,lyrical,meaningful,mood_emotion,moving,original,overall_quality,profound,rhyme,rhythm,sound,theme,witty,poem_ID,word_count,line_count,stanzas,four_line_stanzas,rhymes_binary,all_lines_rhyme,first_person,Frequency,Like poetry,College Major,Background in poetry,Age,Gender,Authorship,Discrimination Response,correct
R_2uD1kW65mYln4bD,Dorothea Lasky,nothing,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,9,152,26,1,no,no,no,yes,Never,Like poetry,I did not go to college/did not have a major,I am not very familiar with poetry,29,Female,human,AI,0.0
R_2uHEDFB9BqScfLK,Dorothea Lasky,nothing,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9,152,26,1,no,no,no,yes,A few times per week,Love poetry,I did not go to college/did not have a major,"I have read a lot of poetry, but have never written poetry",55,Female,human,AI,0.0
R_2uTWTPWcSw7NYdo,Dorothea Lasky,AI,2.0,2.0,2.0,3.0,3.0,3.0,2.0,6.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,9,152,26,1,no,no,no,yes,A few times per year,Indifferent to poetry,"English, literature, poetry, or similar",I am familiar with multiple poets and genres of poetry,31,Male,human,,
R_2uyeJF7YqXVuA7N,Dorothea Lasky,human,5.0,6.0,3.0,2.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,3.0,5.0,6.0,2.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",39,Female,human,,
R_2vZDdeTNf7oUEue,Dorothea Lasky,nothing,5.0,6.0,5.0,5.0,4.0,5.0,4.0,6.0,6.0,6.0,1.0,4.0,5.0,6.0,5.0,9,152,26,1,no,no,no,yes,A few times per year,Love poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,55,Female,human,human,1.0
R_2vZdgalvJxxQGqm,Dorothea Lasky,human,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,3.0,9,152,26,1,no,no,no,yes,Never,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,23,Female,human,,
R_2vddtADf1Aoe7dc,Dorothea Lasky,AI,7.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,1.0,6.0,7.0,6.0,4.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"English, literature, poetry, or similar","I have read a lot of poetry, but have never written poetry",68,Male,human,,
R_2vdpDVPZD8UCoZa,Dorothea Lasky,human,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,1.0,6.0,6.0,6.0,6.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,66,Female,human,,
R_2vi7LRpsCpQCQ2R,Dorothea Lasky,human,5.0,6.0,5.0,5.0,7.0,7.0,6.0,7.0,6.0,7.0,1.0,4.0,6.0,7.0,6.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",55,Female,human,,
R_2w461rwtcgkZ0xb,Dorothea Lasky,human,2.0,4.0,1.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,9,152,26,1,no,no,no,yes,Never,Like poetry,I did not go to college/did not have a major,I am not very familiar with poetry,48,Female,human,,
R_2w4CdTLk2Vae96s,Dorothea Lasky,human,5.0,3.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,2.0,1.0,3.0,3.0,5.0,2.0,9,152,26,1,no,no,no,yes,Never,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,29,Prefer not to say,human,,
R_2w6PWRDVsdD7u32,Dorothea Lasky,AI,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,2.0,9,152,26,1,no,no,no,yes,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,35,Female,human,,
R_2wB8aZEH7LMLskZ,Dorothea Lasky,nothing,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,9,152,26,1,no,no,no,yes,Never,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,26,Male,human,human,1.0
R_2wMRPi1jJ0jlJa5,Dorothea Lasky,human,2.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,9,152,26,1,no,no,no,yes,Less than once per year,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,61,Male,human,,
R_2y7a3CqLJ9czjNb,Dorothea Lasky,AI,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,6.0,5.0,5.0,5.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",43,Male,human,,
R_2yeZBIaAP5Lz5m5,Dorothea Lasky,AI,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",47,Female,human,,
R_2ymfuwPY1c6FLea,Dorothea Lasky,nothing,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,152,26,1,no,no,no,yes,A few times per week,Love poetry,I did not go to college/did not have a major,"I have written poetry, but not professionally",30,Male,human,human,1.0
R_2zRPghVA8apS6cM,Dorothea Lasky,human,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,1.0,4.0,4.0,5.0,4.0,9,152,26,1,no,no,no,yes,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,32,Male,human,,
R_301ccMp5XM5B3GM,Dorothea Lasky,human,5.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,2.0,1.0,4.0,4.0,3.0,2.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,51,Male,human,,
R_30321uglhdScWiW,Dorothea Lasky,human,4.0,5.0,3.0,2.0,4.0,4.0,4.0,6.0,4.0,5.0,1.0,1.0,4.0,4.0,2.0,9,152,26,1,no,no,no,yes,A few times per year,Dislike poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,32,Male,human,,
R_3074GpJhJyAcE75,Dorothea Lasky,nothing,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,I did not go to college/did not have a major,"I have read a lot of poetry, but have never written poetry",56,Female,human,AI,0.0
R_30i4jXTCj3iW92l,Dorothea Lasky,human,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0,9,152,26,1,no,no,no,yes,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,32,Female,human,,
R_30kmG1CI8HfSJ7e,Dorothea Lasky,nothing,2.0,5.0,3.0,1.0,4.0,6.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,6.0,1.0,9,152,26,1,no,no,no,yes,A few times per month,Indifferent to poetry,I did not go to college/did not have a major,"I have written poetry, but not professionally",36,Female,human,human,1.0
R_30vgycfazUKzI4s,Dorothea Lasky,AI,4.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,4.0,5.0,1.0,3.0,4.0,4.0,5.0,9,152,26,1,no,no,no,yes,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,68,Female,human,,
R_31HRvd7wmVCZLmh,Dorothea Lasky,human,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,4.0,5.0,6.0,2.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,63,Female,human,,
R_31N10yPWUHsySM0,Dorothea Lasky,AI,4.0,4.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,9,152,26,1,no,no,no,yes,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,49,Female,human,,
R_31RY5EgS8pICWQi,Dorothea Lasky,AI,3.0,5.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,3.0,1.0,2.0,2.0,4.0,5.0,9,152,26,1,no,no,no,yes,Never,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,43,Female,human,,
R_31RymrkFWSjyzIj,Dorothea Lasky,AI,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,9,152,26,1,no,no,no,yes,A few times per week,Like poetry,"English, literature, poetry, or similar","I have read a lot of poetry, but have never written poetry",27,Female,human,,
R_322wh7zii63Lt2u,Dorothea Lasky,nothing,1.0,3.0,3.0,3.0,2.0,3.0,2.0,6.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,9,152,26,1,no,no,no,yes,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,53,Male,human,AI,0.0
R_32VHo3Fq6eXG1Jx,Dorothea Lasky,nothing,5.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,6.0,4.0,1.0,5.0,6.0,6.0,4.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",65,Male,human,human,1.0
R_32WSVziI9lHDZr8,Dorothea Lasky,nothing,3.0,5.0,3.0,4.0,4.0,4.0,3.0,6.0,5.0,5.0,1.0,4.0,4.0,4.0,2.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",54,Male,human,human,1.0
R_3338cev7sxczcbU,Dorothea Lasky,AI,6.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,6.0,3.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",56,Male,human,,
R_33DPmRsEx3YQ9li,Dorothea Lasky,human,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",57,Female,human,,
R_33dqEsCmNSVoS7f,Dorothea Lasky,human,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,9,152,26,1,no,no,no,yes,A few times per year,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,29,Male,human,,
R_33qAmtcfNb7kpnl,Dorothea Lasky,nothing,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,9,152,26,1,no,no,no,yes,A few times per week,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",46,Male,human,AI,0.0
R_33sep7i8Te2H5U1,Dorothea Lasky,AI,3.0,6.0,5.0,3.0,4.0,5.0,4.0,2.0,5.0,2.0,2.0,7.0,5.0,4.0,1.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"English, literature, poetry, or similar",I am a professional poet,45,Male,human,,
R_3BHEQ7o2VKwCDiV,Dorothea Lasky,AI,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,1.0,6.0,6.0,6.0,5.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",58,Female,human,,
R_3CAZaZiFbvaIxYZ,Dorothea Lasky,human,4.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",51,Female,human,,
R_3CH6bMqNcVejarI,Dorothea Lasky,human,7.0,7.0,5.0,1.0,7.0,7.0,5.0,7.0,6.0,7.0,1.0,1.0,5.0,7.0,5.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",31,Male,human,,
R_3CHkIhvbizGTRQ5,Dorothea Lasky,AI,7.0,6.0,6.0,6.0,5.0,5.0,7.0,5.0,6.0,6.0,3.0,6.0,6.0,5.0,7.0,9,152,26,1,no,no,no,yes,A few times per week,Love poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",66,Female,human,,
R_3CJBk5K2ReptYxK,Dorothea Lasky,nothing,2.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",39,Male,human,AI,0.0
R_3CJcOEZ0VmRwyhw,Dorothea Lasky,human,3.0,4.0,2.0,3.0,6.0,5.0,4.0,6.0,3.0,5.0,1.0,4.0,4.0,5.0,1.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",58,Female,human,,
R_3CO6UY0FiEXoOxq,Dorothea Lasky,nothing,6.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,4.0,7.0,2.0,6.0,5.0,5.0,5.0,9,152,26,1,no,no,no,yes,Every day,Love poetry,"English, literature, poetry, or similar",I am a professional poet,31,Male,human,AI,0.0
R_3CWomGHPkHgfLtZ,Dorothea Lasky,nothing,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,9,152,26,1,no,no,no,yes,Every day,Love poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",45,Male,human,AI,0.0
R_3D0FohAHOgG8hZZ,Dorothea Lasky,AI,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,4.0,4.0,9,152,26,1,no,no,no,yes,Less than once per year,Indifferent to poetry,I did not go to college/did not have a major,"I have read a lot of poetry, but have never written poetry",30,Male,human,,
R_3D5yNuulO7LmWQy,Dorothea Lasky,human,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,9,152,26,1,no,no,no,yes,A few times per year,Love poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",42,Female,human,,
R_3Dhfd6QiFz1Zuxg,Dorothea Lasky,AI,4.0,5.0,4.0,4.0,7.0,7.0,6.0,7.0,5.0,3.0,1.0,3.0,3.0,7.0,4.0,9,152,26,1,no,no,no,yes,A few times per week,Love poetry,"Other (math, history, philosophy, etc.)",I am a professional poet,29,Female,human,,
R_3EAv6cLI2cEacNL,Dorothea Lasky,human,4.0,4.0,4.0,1.0,3.0,3.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,9,152,26,1,no,no,no,yes,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,41,Male,human,,
R_3EFng8LIctgFKNG,Dorothea Lasky,nothing,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",35,Non-binary / third gender,human,AI,0.0
R_3Eb5nGrgOAJYn2N,Dorothea Lasky,AI,6.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,1.0,4.0,5.0,6.0,1.0,9,152,26,1,no,no,no,yes,A few times per week,Love poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",33,Male,human,,
R_3Eu2Hij6USfVnSh,Dorothea Lasky,AI,5.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,1.0,5.0,5.0,5.0,4.0,9,152,26,1,no,no,no,yes,Never,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,52,Female,human,,
R_3FJSuCSYgNuT7ri,Dorothea Lasky,nothing,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,5.0,6.0,9,152,26,1,no,no,no,yes,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,40,Female,human,human,1.0
R_3FPSt1eSzS6dQk7,Dorothea Lasky,AI,5.0,7.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,1.0,5.0,5.0,6.0,4.0,9,152,26,1,no,no,no,yes,Never,Like poetry,I did not go to college/did not have a major,I am not very familiar with poetry,34,Male,human,,
R_3FPxGdTIDphs0w6,Dorothea Lasky,AI,1.0,7.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,9,152,26,1,no,no,no,yes,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,26,Female,human,,
R_3FPxXsjDImD1lLb,Dorothea Lasky,human,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,1.0,3.0,4.0,3.0,3.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,I did not go to college/did not have a major,"I have written poetry, but not professionally",35,Female,human,,
R_3FRkVrDA6lnClBA,Dorothea Lasky,human,5.0,5.0,4.0,2.0,6.0,6.0,6.0,6.0,5.0,4.0,1.0,4.0,5.0,6.0,3.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,I did not go to college/did not have a major,I am familiar with multiple poets and genres of poetry,25,Male,human,,
R_3G1XeqkDz2qB7Ts,Dorothea Lasky,human,6.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,6.0,5.0,1.0,6.0,6.0,5.0,4.0,9,152,26,1,no,no,no,yes,A few times per month,Indifferent to poetry,"English, literature, poetry, or similar",I am familiar with multiple poets and genres of poetry,37,Female,human,,
R_3G8td0GkHzULidb,Dorothea Lasky,AI,5.0,5.0,4.0,2.0,5.0,5.0,5.0,6.0,5.0,5.0,1.0,3.0,4.0,5.0,2.0,9,152,26,1,no,no,no,yes,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,40,Male,human,,
R_3GAGhlKpKM0rbHP,Dorothea Lasky,AI,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",40,Male,human,,
R_3GcQdkHEvB1rLgT,Dorothea Lasky,human,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,152,26,1,no,no,no,yes,A few times per week,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,22,Non-binary / third gender,human,,
R_3Gpkd4VhvlwHiAk,Dorothea Lasky,AI,1.0,3.0,2.0,1.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,9,152,26,1,no,no,no,yes,A few times per month,Indifferent to poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",81,Female,human,,
R_3HBJbgm0HoQD6W5,Dorothea Lasky,AI,7.0,6.0,7.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,1.0,5.0,6.0,7.0,1.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",38,Female,human,,
R_3HOJynjXm4JB45f,Dorothea Lasky,nothing,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,I did not go to college/did not have a major,I am not very familiar with poetry,38,Male,human,AI,0.0
R_3HuUZ8QIiXscWfW,Dorothea Lasky,human,7.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,1.0,6.0,6.0,7.0,1.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",60,Female,human,,
R_3IWavKDUPWHLYkL,Dorothea Lasky,nothing,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,9,152,26,1,no,no,no,yes,A few times per month,Love poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",29,Male,human,AI,0.0
R_3IWrpdRaJoUdIsp,Dorothea Lasky,human,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,4.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,26,Male,human,,
R_3IYaJ84I6SUwVuS,Dorothea Lasky,human,6.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,4.0,1.0,4.0,5.0,4.0,4.0,9,152,26,1,no,no,no,yes,A few times per week,Like poetry,"English, literature, poetry, or similar","I have read a lot of poetry, but have never written poetry",48,Female,human,,
R_3Ib4c1tMN5J2xnV,Dorothea Lasky,human,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,1.0,5.0,5.0,5.0,6.0,9,152,26,1,no,no,no,yes,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,50,Male,human,,
R_3J2idrAY8TkfIQb,Dorothea Lasky,nothing,5.0,6.0,3.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0,1.0,2.0,4.0,5.0,6.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",31,Male,human,human,1.0
R_3JJjSv9fYk8LWjt,Dorothea Lasky,nothing,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,9,152,26,1,no,no,no,yes,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,32,Male,human,AI,0.0
R_3JXBvgapHpvb1fz,Dorothea Lasky,nothing,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,1.0,5.0,5.0,5.0,4.0,9,152,26,1,no,no,no,yes,A few times per year,Love poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",49,Female,human,human,1.0
R_3JaenH6YAIVggN1,Dorothea Lasky,AI,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,3.0,4.0,4.0,4.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",20,Female,human,,
R_3Jfwiei5dR9U5J7,Dorothea Lasky,AI,3.0,2.0,1.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,9,152,26,1,no,no,no,yes,A few times per year,Love poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",53,Prefer not to say,human,,
R_3JkJL3nnzKp6lnH,Dorothea Lasky,human,1.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,5.0,1.0,2.0,2.0,4.0,1.0,9,152,26,1,no,no,no,yes,Never,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,28,Male,human,,
R_3KCukHZvee1N8dc,Dorothea Lasky,AI,2.0,4.0,2.0,5.0,2.0,2.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,9,152,26,1,no,no,no,yes,A few times per week,Love poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,36,Female,human,,
R_3KGvphonihZBPSd,Dorothea Lasky,human,2.0,4.0,4.0,5.0,2.0,3.0,2.0,6.0,4.0,3.0,1.0,3.0,1.0,5.0,5.0,9,152,26,1,no,no,no,yes,Less than once per year,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,20,Female,human,,
R_3KHF9O2h2dQTmxm,Dorothea Lasky,human,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",68,Male,human,,
R_3KO1YqyzXlHhWcM,Dorothea Lasky,AI,6.0,5.0,6.0,1.0,6.0,6.0,6.0,7.0,6.0,5.0,1.0,1.0,5.0,6.0,3.0,9,152,26,1,no,no,no,yes,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,43,Male,human,,
R_3KVAjI5Nrb3C1FU,Dorothea Lasky,AI,6.0,6.0,5.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,3.0,5.0,6.0,5.0,5.0,9,152,26,1,no,no,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,30,Male,human,,
R_3KZVvE6slqw6jaL,Dorothea Lasky,human,7.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,4.0,1.0,4.0,7.0,7.0,1.0,9,152,26,1,no,no,no,yes,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,43,Female,human,,
R_3KxYj0r3HFb9FrX,Dorothea Lasky,AI,3.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",33,Female,human,,
R_3MA1FriOBKsAeSO,Dorothea Lasky,AI,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,5.0,3.0,9,152,26,1,no,no,no,yes,Never,Dislike poetry,I did not go to college/did not have a major,I am not very familiar with poetry,26,Female,human,,
R_3MDNGLMrXaIrP4s,Dorothea Lasky,nothing,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,6.0,3.0,9,152,26,1,no,no,no,yes,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,22,Male,human,human,1.0
R_3MFhMZRamR9MmLK,Dorothea Lasky,nothing,5.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,6.0,4.0,5.0,9,152,26,1,no,no,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",49,Female,human,AI,0.0
R_3MKh5qB9UbFNgct,Dorothea Lasky,nothing,4.0,3.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,9,152,26,1,no,no,no,yes,Never,Love poetry,I did not go to college/did not have a major,I am not very familiar with poetry,31,Male,human,AI,0.0
